"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2002","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11199)","35,261,000",""
"CENSUS","2002","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112)","25,525,000",""
"CENSUS","2002","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1121)","23,254,000",""
"CENSUS","2002","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11211)","22,846,000",""
"CENSUS","2002","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","17,423,000",""
"CENSUS","2002","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112112)","5,423,000",""
"CENSUS","2002","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)","408,000",""
"CENSUS","2002","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)","14,000",""
"CENSUS","2002","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)","786,000",""
"CENSUS","2002","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11241)","786,000",""
"CENSUS","2002","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1129)","1,471,000",""
"CENSUS","2002","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11292)","179,000",""
"CENSUS","2002","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11299)","1,292,000",""
"CENSUS","2002","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","137,776,000",""
"CENSUS","2002","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN PCT OF FARM SALES","TOTAL","NOT SPECIFIED","15.9",""
"CENSUS","1997","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","1,218",""
"CENSUS","1997","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","677",""
"CENSUS","1997","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","12,895",""
"CENSUS","1997","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","14,113",""
"CENSUS","1997","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","253,349,000",""
"CENSUS","1997","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","136,361,000",""
"CENSUS","1997","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","402,837,000",""
"CENSUS","1997","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","656,185,000",""
"CENSUS","1997","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","105",""
"CENSUS","1997","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","70",""
"CENSUS","1997","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","214",""
"CENSUS","1997","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","319",""
"CENSUS","1997","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","11,982,000",""
"CENSUS","1997","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)"," (D)",""
"CENSUS","1997","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","3,986,000",""
"CENSUS","1997","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","15,968,000",""
"CENSUS","1997","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","2,549",""
"CENSUS","1997","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","2,497",""
"CENSUS","1997","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","28",""
"CENSUS","1997","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","2,577",""
"CENSUS","1997","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","1,275,477,000",""
"CENSUS","1997","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","1,214,441,000",""
"CENSUS","1997","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","510,000",""
"CENSUS","1997","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,275,987,000",""
"CENSUS","1997","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","6,558",""
"CENSUS","1997","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","2,211",""
"CENSUS","1997","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","8,647",""
"CENSUS","1997","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","15,205",""
"CENSUS","1997","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","2,037,988,000",""
"CENSUS","1997","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","469,944,000",""
"CENSUS","1997","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","194,452,000",""
"CENSUS","1997","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,232,440,000",""
"CENSUS","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","46,692",""
"CENSUS","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","44,179",""
"CENSUS","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","3,455",""
"CENSUS","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","50,147",""
"CENSUS","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","17,076,950,000",""
"CENSUS","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","16,177,232,000",""
"CENSUS","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","124,785,000",""
"CENSUS","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","17,201,736,000",""
"CENSUS","1997","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","10,141",""
"CENSUS","1997","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","8,159",""
"CENSUS","1997","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","3,981",""
"CENSUS","1997","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","14,122",""
"CENSUS","1997","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","1,143,521,000",""
"CENSUS","1997","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","801,166,000",""
"CENSUS","1997","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","207,296,000",""
"CENSUS","1997","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,350,817,000",""
"CENSUS","1997","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","782",""
"CENSUS","1997","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","460",""
"CENSUS","1997","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","2,263",""
"CENSUS","1997","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","3,045",""
"CENSUS","1997","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","235,450,000",""
"CENSUS","1997","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","105,610,000",""
"CENSUS","1997","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","38,598,000",""
"CENSUS","1997","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","274,048,000",""
"CENSUS","1997","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","415",""
"CENSUS","1997","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","125",""
"CENSUS","1997","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","1,311",""
"CENSUS","1997","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1,726",""
"CENSUS","1997","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","116,504,000",""
"CENSUS","1997","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","17,172,000",""
"CENSUS","1997","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","59,852,000",""
"CENSUS","1997","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","176,356,000",""
"CENSUS","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","12,540",""
"CENSUS","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","10,985",""
"CENSUS","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","6,173",""
"CENSUS","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","18,713",""
"CENSUS","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","4,575,493,000",""
"CENSUS","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","3,891,165,000",""
"CENSUS","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","277,924,000",""
"CENSUS","1997","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","4,853,417,000",""
"CENSUS","1997","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","4,244",""
"CENSUS","1997","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","1,782",""
"CENSUS","1997","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","12,989",""
"CENSUS","1997","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","17,233",""
"CENSUS","1997","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","1,153,799,000",""
"CENSUS","1997","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","356,271,000",""
"CENSUS","1997","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","841,606,000",""
"CENSUS","1997","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,995,404,000",""
"CENSUS","1997","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","2,099",""
"CENSUS","1997","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","1,846",""
"CENSUS","1997","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","2,109",""
"CENSUS","1997","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","4,208",""
"CENSUS","1997","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","346,683,000",""
"CENSUS","1997","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","259,739,000",""
"CENSUS","1997","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","54,728,000",""
"CENSUS","1997","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","401,411,000",""
"CENSUS","1997","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","9,996",""
"CENSUS","1997","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","8,870",""
"CENSUS","1997","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","2,504",""
"CENSUS","1997","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","12,500",""
"CENSUS","1997","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","1,640,898,000",""
"CENSUS","1997","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","1,433,642,000",""
"CENSUS","1997","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","175,872,000",""
"CENSUS","1997","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,816,769,000",""
"CENSUS","1997","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","1,987",""
"CENSUS","1997","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","606",""
"CENSUS","1997","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","57,975",""
"CENSUS","1997","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","59,962",""
"CENSUS","1997","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","613,989,000",""
"CENSUS","1997","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","127,713,000",""
"CENSUS","1997","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","5,988,827,000",""
"CENSUS","1997","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","6,602,817,000",""
"CENSUS","1997","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","1,821",""
"CENSUS","1997","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - OPERATIONS WITH SALES","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","630",""
